Date,Open,High,Low,Close,Volume
2023-12-20,1730.0,1757.0,1715.0,1722.0,287700.0
2023-12-19,1648.0,1713.0,1629.0,1705.0,372500.0
2023-12-18,1666.0,1674.0,1642.0,1658.0,225300.0
2023-12-15,1646.0,1706.0,1634.0,1675.0,376500.0
2023-12-14,1645.0,1669.0,1613.0,1622.0,146400.0
2023-12-13,1625.0,1658.0,1612.0,1644.0,176000.0
2023-12-12,1638.0,1658.0,1624.0,1632.0,216500.0
2023-12-11,1639.0,1648.0,1608.0,1629.0,225800.0
2023-12-08,1676.0,1680.0,1611.0,1615.0,316000.0
2023-12-07,1714.0,1723.0,1688.0,1692.0,209800.0
2023-12-06,1703.0,1732.0,1679.0,1726.0,270400.0
2023-12-05,1723.0,1746.0,1702.0,1703.0,303400.0
2023-12-04,1667.0,1742.0,1656.0,1740.0,486300.0
2023-12-01,1648.0,1668.0,1628.0,1642.0,217400.0
2023-11-30,1623.0,1664.0,1613.0,1647.0,323000.0
2023-11-29,1632.0,1650.0,1613.0,1617.0,182500.0
2023-11-28,1622.0,1653.0,1616.0,1640.0,171100.0
2023-11-27,1688.0,1688.0,1616.0,1629.0,351800.0
2023-11-24,1624.0,1684.0,1609.0,1680.0,359000.0
2023-11-22,1579.0,1619.0,1570.0,1612.0,184700.0
2023-11-21,1628.0,1635.0,1585.0,1605.0,177600.0
2023-11-20,1606.0,1636.0,1602.0,1619.0,249900.0
2023-11-17,1566.0,1603.0,1560.0,1602.0,278700.0
2023-11-16,1580.0,1607.0,1559.0,1578.0,310400.0
2023-11-15,1592.0,1599.0,1546.0,1588.0,524600.0
2023-11-14,1603.0,1612.0,1548.0,1552.0,515500.0
2023-11-13,1560.0,1591.0,1473.0,1580.0,1122100.0
2023-11-10,1648.0,1665.0,1540.0,1561.0,1391600.0
2023-11-09,1696.0,1716.0,1651.0,1678.0,474300.0
2023-11-08,1696.0,1727.0,1676.0,1698.0,1117200.0
2023-11-07,1829.0,1879.0,1821.0,1871.0,729200.0
2023-11-06,1778.0,1845.0,1754.0,1835.0,591400.0
2023-11-02,1720.0,1753.0,1720.0,1721.0,360200.0
2023-11-01,1710.0,1714.0,1675.0,1695.0,243300.0
2023-10-31,1686.0,1714.0,1650.0,1672.0,348600.0
2023-10-30,1671.0,1680.0,1645.0,1663.0,548000.0
2023-10-27,1591.0,1669.0,1590.0,1668.0,277400.0
2023-10-26,1610.0,1646.0,1594.0,1596.0,306500.0
2023-10-25,1674.0,1691.0,1631.0,1632.0,335800.0
2023-10-24,1654.0,1665.0,1598.0,1659.0,460300.0
2023-10-23,1678.0,1686.0,1652.0,1673.0,250700.0
2023-10-20,1680.0,1694.0,1659.0,1682.0,247000.0
2023-10-19,1713.0,1738.0,1685.0,1698.0,249000.0
2023-10-18,1747.0,1747.0,1716.0,1734.0,267300.0
2023-10-17,1763.0,1781.0,1733.0,1743.0,221200.0
2023-10-16,1741.0,1755.0,1725.0,1751.0,238400.0
2023-10-13,1806.0,1810.0,1753.0,1757.0,253100.0
2023-10-12,1772.0,1825.0,1763.0,1824.0,255100.0
2023-10-11,1859.0,1859.0,1782.0,1782.0,344000.0
2023-10-10,1822.0,1865.0,1818.0,1858.0,279900.0
2023-10-06,1819.0,1838.0,1793.0,1826.0,302800.0
2023-10-05,1725.0,1802.0,1709.0,1789.0,313000.0
2023-10-04,1736.0,1744.0,1710.0,1715.0,502400.0
2023-10-03,1825.0,1839.0,1770.0,1776.0,448100.0
2023-10-02,1895.0,1906.0,1833.0,1833.0,337200.0
2023-09-29,1928.0,1932.0,1871.0,1872.0,291400.0
2023-09-28,1899.0,1940.0,1891.0,1921.0,155100.0
2023-09-27,1908.0,1946.0,1899.0,1926.0,363900.0
2023-09-26,1957.0,1964.0,1928.0,1928.0,244300.0
2023-09-25,1950.0,1974.0,1938.0,1961.0,178100.0
2023-09-22,1956.0,1980.0,1924.0,1950.0,300300.0
2023-09-21,1923.0,1985.0,1914.0,1951.0,523700.0
2023-09-20,1878.0,1960.0,1866.0,1946.0,851300.0
2023-09-19,1940.0,1940.0,1846.0,1865.0,1313100.0
2023-09-15,2038.0,2042.0,1966.0,1975.0,1150200.0
2023-09-14,2096.0,2096.0,2033.0,2052.0,284700.0
2023-09-13,2080.0,2101.0,2068.0,2084.0,165400.0
2023-09-12,2063.0,2114.0,2062.0,2082.0,245000.0
2023-09-11,2121.0,2122.0,2060.0,2063.0,355100.0
2023-09-08,2151.0,2188.0,2143.0,2143.0,174900.0
2023-09-07,2190.0,2192.0,2151.0,2151.0,223800.0
2023-09-06,2200.0,2214.0,2187.0,2190.0,172000.0
2023-09-05,2177.0,2229.0,2177.0,2199.0,253000.0
2023-09-04,2226.0,2232.0,2173.0,2185.0,303400.0
2023-09-01,2256.0,2274.0,2219.0,2226.0,342500.0
2023-08-31,2218.0,2265.0,2216.0,2258.0,348300.0
2023-08-30,2212.0,2256.0,2191.0,2199.0,425400.0
2023-08-29,2142.0,2189.0,2123.0,2189.0,225000.0
2023-08-28,2125.0,2151.0,2118.0,2132.0,249200.0
2023-08-25,2135.0,2148.0,2107.0,2108.0,364500.0
2023-08-24,2147.0,2172.0,2140.0,2166.0,195400.0
2023-08-23,2135.0,2164.0,2118.0,2151.0,299800.0
2023-08-22,2138.0,2165.0,2110.0,2140.0,317900.0
2023-08-21,2103.0,2135.0,2091.0,2113.0,316400.0
2023-08-18,2158.0,2158.0,2045.0,2125.0,644400.0
2023-08-17,2226.0,2250.0,2186.0,2190.0,390700.0
2023-08-16,2250.0,2301.0,2235.0,2276.0,277500.0
2023-08-15,2336.0,2355.0,2281.0,2281.0,338800.0
2023-08-14,2313.0,2322.0,2277.0,2312.0,365300.0
2023-08-10,2357.0,2377.0,2283.0,2324.0,750900.0
2023-08-09,2390.0,2453.0,2386.0,2389.0,633600.0
2023-08-08,2437.0,2465.0,2382.0,2410.0,936400.0
2023-08-07,2360.0,2431.0,2300.0,2428.0,1354000.0
2023-08-04,2297.0,2370.0,2288.0,2365.0,1518600.0
2023-08-03,2194.0,2330.0,2179.0,2275.0,2260500.0
2023-08-02,2099.0,2183.0,1990.0,2147.0,1728300.0
2023-08-01,2100.0,2159.0,2099.0,2117.0,668200.0
2023-07-31,2039.0,2099.0,2032.0,2096.0,533100.0
2023-07-28,2017.0,2022.0,1991.0,2022.0,503600.0
2023-07-27,2014.0,2038.0,2002.0,2038.0,274000.0
2023-07-26,2031.0,2047.0,2008.0,2024.0,201000.0
2023-07-25,2020.0,2064.0,2006.0,2031.0,374200.0
2023-07-24,2015.0,2026.0,2004.0,2020.0,209800.0
2023-07-21,2012.0,2023.0,1998.0,2003.0,270300.0
2023-07-20,2043.0,2063.0,2018.0,2019.0,358800.0
2023-07-19,2054.0,2059.0,2021.0,2030.0,348000.0
2023-07-18,2023.0,2060.0,2004.0,2059.0,361000.0
2023-07-14,2051.0,2065.0,2011.0,2018.0,475700.0
2023-07-13,2005.0,2061.0,1988.0,2047.0,487900.0
2023-07-12,2057.0,2060.0,2015.0,2016.0,355700.0
2023-07-11,2056.0,2088.0,2042.0,2057.0,297400.0
2023-07-10,2081.0,2083.0,2031.0,2051.0,400900.0
2023-07-07,2074.0,2100.0,2044.0,2089.0,559900.0
2023-07-06,2090.0,2150.0,2083.0,2116.0,346100.0
2023-07-05,2101.0,2112.0,2087.0,2105.0,229600.0
2023-07-04,2110.0,2121.0,2086.0,2103.0,332000.0
2023-07-03,2143.0,2169.0,2125.0,2134.0,422100.0
2023-06-30,2069.0,2146.0,2042.0,2130.0,562300.0
2023-06-29,2095.0,2106.0,2063.0,2067.0,351900.0
2023-06-28,2065.0,2089.0,2042.0,2085.0,498800.0
2023-06-27,2115.0,2131.0,2053.0,2088.0,594100.0
2023-06-26,2125.0,2140.0,2104.0,2124.0,324800.0
2023-06-23,2226.0,2226.0,2128.0,2146.0,690500.0
2023-06-22,2209.0,2234.0,2203.0,2211.0,358500.0
2023-06-21,2246.0,2259.0,2211.0,2211.0,423500.0
2023-06-20,2230.0,2250.0,2208.0,2242.0,346200.0
2023-06-19,2230.0,2258.0,2201.0,2237.0,510200.0
2023-06-16,2181.0,2243.0,2157.0,2236.0,814200.0
2023-06-15,2177.0,2177.0,2145.0,2145.0,618900.0
2023-06-14,2204.0,2217.0,2177.0,2188.0,539500.0
2023-06-13,2232.0,2236.0,2188.0,2188.0,552700.0
2023-06-12,2210.0,2252.0,2193.0,2231.0,479700.0
2023-06-09,2224.0,2238.0,2205.0,2215.0,537500.0
2023-06-08,2244.0,2253.0,2207.0,2211.0,623000.0
2023-06-07,2265.0,2299.0,2236.0,2268.0,726500.0
2023-06-06,2319.0,2319.0,2250.0,2260.0,739900.0
2023-06-05,2385.0,2404.0,2329.0,2329.0,701900.0
2023-06-02,2380.0,2418.0,2348.0,2379.0,830600.0
2023-06-01,2331.0,2423.0,2316.0,2400.0,943400.0
2023-05-31,2256.0,2350.0,2256.0,2332.0,1116500.0
2023-05-30,2310.0,2393.0,2232.0,2273.0,996200.0
2023-05-29,2212.0,2329.0,2212.0,2298.0,1687100.0
2023-05-26,2181.0,2187.0,2114.0,2135.0,739500.0
2023-05-25,2195.0,2227.0,2177.0,2193.0,630300.0
2023-05-24,2224.0,2233.0,2190.0,2198.0,521000.0
2023-05-23,2229.0,2247.0,2206.0,2227.0,625900.0
2023-05-22,2222.0,2238.0,2187.0,2225.0,994300.0
2023-05-19,2312.0,2323.0,2220.0,2225.0,1223100.0
2023-05-18,2281.0,2315.0,2271.0,2304.0,741900.0
2023-05-17,2324.0,2339.0,2261.0,2264.0,709400.0
2023-05-16,2345.0,2349.0,2291.0,2314.0,727200.0
2023-05-15,2236.0,2320.0,2220.0,2320.0,938200.0
2023-05-12,2271.0,2290.0,2208.0,2250.0,934500.0
2023-05-11,2213.0,2299.0,2201.0,2294.0,1225600.0
2023-05-10,2379.0,2390.0,2203.0,2230.0,2347500.0
2023-05-09,2410.0,2455.0,2343.0,2398.0,2840200.0
2023-05-08,2495.0,2578.0,2494.0,2540.0,1171500.0
2023-05-02,2502.0,2520.0,2464.0,2518.0,778200.0
2023-05-01,2500.0,2523.0,2468.0,2518.0,913900.0
2023-04-28,2449.0,2474.0,2411.0,2474.0,1086900.0
2023-04-27,2414.0,2469.0,2406.0,2456.0,1014300.0
2023-04-26,2506.0,2512.0,2405.0,2451.0,2080300.0
2023-04-25,2488.0,2612.0,2485.0,2601.0,2528700.0
2023-04-24,2406.0,2478.0,2366.0,2471.0,1866000.0
2023-04-21,2324.0,2389.0,2312.0,2380.0,1434400.0
2023-04-20,2298.0,2398.0,2287.0,2328.0,2020200.0
2023-04-19,2450.0,2502.0,2305.0,2320.0,3362200.0
2023-04-18,2520.0,2530.0,2330.0,2452.0,5729600.0
2023-04-17,2910.0,2923.0,2442.0,2442.0,3504700.0
2023-04-14,2971.0,3020.0,2938.0,2942.0,742200.0
2023-04-13,2929.0,2994.0,2843.0,2963.0,944400.0
2023-04-12,2889.0,2991.0,2862.0,2947.0,1570500.0
2023-04-11,2814.0,2859.0,2779.0,2789.0,418200.0
2023-04-10,2732.0,2802.0,2716.0,2773.0,425800.0
2023-04-07,2768.0,2794.0,2721.0,2721.0,357200.0
2023-04-06,2747.0,2828.0,2733.0,2759.0,427900.0
2023-04-05,2840.0,2911.0,2760.0,2765.0,781900.0
2023-04-04,2800.0,2840.0,2739.0,2840.0,573300.0
2023-04-03,2800.0,2819.0,2763.0,2798.0,460800.0
2023-03-31,2810.0,2827.0,2743.0,2750.0,566100.0
2023-03-30,2810.0,2842.0,2771.0,2791.0,337300.0
2023-03-29,2806.0,2821.0,2764.0,2818.0,593500.0
2023-03-28,2850.0,2883.0,2771.0,2836.0,551800.0
2023-03-27,2768.0,2829.0,2734.0,2816.0,464800.0
2023-03-24,2720.0,2778.0,2695.0,2767.0,526500.0
2023-03-23,2784.0,2784.0,2711.0,2756.0,531000.0
2023-03-22,2802.0,2839.0,2780.0,2811.0,559400.0
2023-03-20,2831.0,2845.0,2709.0,2717.0,684100.0
2023-03-17,2835.0,2872.0,2766.0,2864.0,633800.0
2023-03-16,2804.0,2817.0,2765.0,2794.0,555000.0
2023-03-15,2930.0,2955.0,2859.0,2873.0,581800.0
2023-03-14,2985.0,2990.0,2851.0,2886.0,753500.0
2023-03-13,2920.0,2985.0,2895.0,2975.0,754300.0
2023-03-10,2957.0,3015.0,2922.0,2950.0,948300.0
2023-03-09,2981.0,3000.0,2920.0,2950.0,1116500.0
2023-03-08,3065.0,3080.0,2955.0,2989.0,1151500.0
2023-03-07,3160.0,3185.0,3050.0,3060.0,1016700.0
2023-03-06,3100.0,3225.0,3095.0,3190.0,1012200.0
2023-03-03,2916.0,3090.0,2902.0,3085.0,1520300.0
2023-03-02,2775.0,2920.0,2750.0,2916.0,975600.0
2023-03-01,2817.0,2825.0,2746.0,2777.0,664400.0
2023-02-28,2830.0,2888.0,2805.0,2820.0,872600.0
2023-02-27,2806.0,2906.0,2792.0,2843.0,1656800.0
2023-02-24,2634.0,2809.0,2634.0,2801.0,1602000.0
2023-02-22,2565.0,2635.0,2530.0,2617.0,710500.0
2023-02-21,2683.0,2686.0,2590.0,2591.0,604600.0
2023-02-20,2679.0,2696.0,2636.0,2671.0,567600.0
2023-02-17,2626.0,2658.0,2592.0,2658.0,712700.0
2023-02-16,2588.0,2648.0,2585.0,2648.0,783700.0
2023-02-15,2564.0,2588.0,2498.0,2572.0,597300.0
2023-02-14,2600.0,2640.0,2537.0,2552.0,1160400.0
2023-02-13,2510.0,2582.0,2482.0,2566.0,762600.0
2023-02-10,2521.0,2554.0,2472.0,2516.0,744600.0
2023-02-09,2531.0,2585.0,2516.0,2537.0,918300.0
2023-02-08,2539.0,2545.0,2456.0,2543.0,1138600.0
2023-02-07,2427.0,2545.0,2421.0,2534.0,1484200.0
2023-02-06,2504.0,2585.0,2456.0,2467.0,1741000.0
2023-02-03,2384.0,2499.0,2381.0,2498.0,2060700.0
2023-02-02,2187.0,2385.0,2184.0,2385.0,2704900.0
2023-02-01,2180.0,2288.0,2127.0,2189.0,3901000.0
2023-01-31,2344.0,2380.0,2278.0,2330.0,1175800.0
2023-01-30,2298.0,2358.0,2296.0,2328.0,744600.0
2023-01-27,2322.0,2345.0,2275.0,2279.0,611900.0
2023-01-26,2303.0,2324.0,2256.0,2322.0,720900.0
2023-01-25,2309.0,2317.0,2260.0,2285.0,614600.0
2023-01-24,2341.0,2350.0,2270.0,2321.0,811700.0
2023-01-23,2280.0,2331.0,2266.0,2310.0,784700.0
2023-01-20,2236.0,2269.0,2216.0,2238.0,483700.0
2023-01-19,2285.0,2314.0,2244.0,2254.0,605600.0
2023-01-18,2308.0,2352.0,2265.0,2312.0,611400.0
2023-01-17,2360.0,2393.0,2270.0,2299.0,638800.0
2023-01-16,2360.0,2423.0,2347.0,2356.0,549000.0
2023-01-13,2403.0,2413.0,2342.0,2380.0,899000.0
2023-01-12,2435.0,2463.0,2371.0,2414.0,918400.0
2023-01-11,2340.0,2456.0,2335.0,2456.0,1446800.0
2023-01-10,2302.0,2388.0,2302.0,2349.0,933500.0
2023-01-06,2150.0,2279.0,2150.0,2275.0,1120100.0
2023-01-05,2135.0,2204.0,2115.0,2160.0,1052400.0
2023-01-04,2227.0,2227.0,2084.0,2104.0,1335800.0
2022-12-30,2235.0,2309.0,2225.0,2260.0,722700.0
2022-12-29,2178.0,2246.0,2167.0,2235.0,641500.0
2022-12-28,2143.0,2195.0,2130.0,2188.0,710800.0
2022-12-27,2238.0,2252.0,2146.0,2163.0,987600.0
2022-12-26,2160.0,2226.0,2145.0,2222.0,558000.0
2022-12-23,2121.0,2218.0,2113.0,2192.0,991700.0
2022-12-22,2135.0,2176.0,2105.0,2166.0,1115500.0
2022-12-21,2190.0,2210.0,2089.0,2101.0,1699900.0
2022-12-20,2318.0,2368.0,2184.0,2218.0,1618300.0
2022-12-19,2289.0,2380.0,2233.0,2319.0,1199600.0
2022-12-16,2287.0,2386.0,2276.0,2339.0,1461000.0
2022-12-15,2430.0,2482.0,2333.0,2335.0,3135500.0
2022-12-14,2395.0,2432.0,2315.0,2380.0,2674300.0
2022-12-13,2279.0,2353.0,2256.0,2320.0,1970300.0
2022-12-12,2221.0,2278.0,2186.0,2239.0,1364000.0
2022-12-09,2195.0,2284.0,2165.0,2269.0,1800900.0
2022-12-08,2267.0,2272.0,2192.0,2195.0,1783400.0
2022-12-07,2366.0,2370.0,2280.0,2280.0,1358800.0
2022-12-06,2554.0,2554.0,2398.0,2401.0,1197200.0
2022-12-05,2638.0,2657.0,2514.0,2536.0,792100.0
2022-12-02,2728.0,2728.0,2607.0,2626.0,856000.0
2022-12-01,2779.0,2790.0,2670.0,2712.0,994800.0
2022-11-30,2759.0,2784.0,2695.0,2763.0,1463700.0
2022-11-29,2732.0,2782.0,2681.0,2762.0,640200.0
2022-11-28,2765.0,2815.0,2705.0,2721.0,593000.0
2022-11-25,2817.0,2839.0,2726.0,2740.0,965300.0
2022-11-24,2638.0,2829.0,2637.0,2827.0,1985000.0
2022-11-22,2570.0,2608.0,2539.0,2605.0,566100.0
2022-11-21,2506.0,2570.0,2487.0,2552.0,658800.0
2022-11-18,2430.0,2552.0,2425.0,2524.0,1085000.0
2022-11-17,2423.0,2505.0,2417.0,2426.0,1099500.0
2022-11-16,2515.0,2525.0,2410.0,2410.0,1396700.0
2022-11-15,2589.0,2615.0,2518.0,2522.0,651100.0
2022-11-14,2611.0,2626.0,2563.0,2568.0,692700.0
2022-11-11,2652.0,2694.0,2620.0,2623.0,959100.0
2022-11-10,2581.0,2645.0,2575.0,2602.0,729200.0
2022-11-09,2668.0,2692.0,2567.0,2597.0,883600.0
2022-11-08,2630.0,2673.0,2621.0,2669.0,586400.0
2022-11-07,2624.0,2668.0,2575.0,2651.0,1027100.0
2022-11-04,2722.0,2757.0,2590.0,2595.0,1381100.0
2022-11-02,2583.0,2775.0,2566.0,2721.0,2178200.0
2022-11-01,2640.0,2885.0,2501.0,2616.0,4214900.0
2022-10-31,2698.0,2726.0,2640.0,2721.0,1036100.0
2022-10-28,2670.0,2702.0,2618.0,2671.0,1182700.0
2022-10-27,2793.0,2806.0,2706.0,2706.0,635900.0
2022-10-26,2784.0,2837.0,2767.0,2778.0,641700.0
2022-10-25,2800.0,2820.0,2752.0,2752.0,652400.0
2022-10-24,2794.0,2814.0,2743.0,2800.0,617200.0
2022-10-21,2770.0,2828.0,2714.0,2778.0,859400.0
2022-10-20,2780.0,2801.0,2737.0,2782.0,752000.0
2022-10-19,2862.0,2875.0,2791.0,2812.0,790500.0
2022-10-18,2736.0,2857.0,2676.0,2849.0,1155700.0
2022-10-17,2746.0,2828.0,2704.0,2720.0,945700.0
2022-10-14,2675.0,2789.0,2625.0,2782.0,1327000.0
2022-10-13,2740.0,2750.0,2600.0,2602.0,1064100.0
2022-10-12,2830.0,2883.0,2690.0,2729.0,1430000.0
2022-10-11,2836.0,2902.0,2817.0,2862.0,1089900.0
2022-10-07,2970.0,3065.0,2863.0,2866.0,2493700.0
2022-10-06,2848.0,2911.0,2778.0,2897.0,1306700.0
2022-10-05,2770.0,2860.0,2720.0,2820.0,1390600.0
2022-10-04,2794.0,2809.0,2692.0,2745.0,1007600.0
2022-10-03,2693.0,2740.0,2604.0,2735.0,987800.0
2022-09-30,2655.0,2707.0,2611.0,2696.0,738700.0
2022-09-29,2622.0,2729.0,2582.0,2691.0,1109000.0
2022-09-28,2614.62,2690.03,2514.4,2566.0,1324644.7389351
2022-09-27,2535.24,2618.59,2493.56,2616.61,831833.35934042
2022-09-26,2574.93,2575.92,2470.74,2527.3,1030570.38195
2022-09-22,2543.18,2639.43,2509.44,2624.54,965769.21281309
2022-09-21,2573.94,2594.78,2501.5,2544.17,878191.89402622
2022-09-20,2592.79,2696.98,2505.47,2553.1,839694.15435236
2022-09-16,2678.13,2679.12,2556.08,2570.96,984715.74438033
2022-09-15,2776.36,2791.24,2654.31,2655.3,962645.05069296
2022-09-14,2804.14,2838.87,2770.41,2792.24,988847.70073276
2022-09-13,2944.05,2986.72,2852.76,2853.76,1826223.9283508
2022-09-12,2906.35,2991.68,2867.65,2944.05,3138069.6805357
2022-09-09,2599.74,2936.12,2599.74,2917.26,4559462.6657717
2022-09-08,2461.81,2540.2,2416.17,2506.46,1251478.8776701
2022-09-07,2328.85,2449.9,2321.9,2446.93,1151001.7927098
2022-09-06,2287.17,2358.62,2248.47,2335.79,541286.28216833
2022-09-05,2255.42,2295.11,2151.23,2262.37,738007.71631329
2022-09-02,2384.42,2395.33,2213.75,2255.42,1167227.2798499
2022-09-01,2351.67,2384.42,2317.93,2369.53,581396.49261387
2022-08-31,2304.04,2368.54,2271.3,2367.55,566783.47624552
2022-08-30,2265.34,2331.83,2245.5,2316.94,551162.66564487
2022-08-29,2227.64,2287.17,2226.65,2273.28,367441.77709658
2022-08-26,2312.97,2316.94,2244.51,2286.18,449778.56587549
2022-08-25,2341.75,2358.62,2300.07,2305.03,362906.70305123
2022-08-24,2364.57,2370.52,2266.34,2325.87,872749.8051718
2022-08-23,2344.72,2376.48,2298.09,2372.51,540782.38505218
2022-08-22,2331.83,2376.48,2304.04,2328.85,424986.82776091
2022-08-19,2366.55,2391.36,2332.82,2347.7,471345.36244671
2022-08-18,2411.21,2459.83,2372.51,2375.48,927976.92910184
2022-08-17,2331.83,2404.26,2302.06,2404.26,1060602.6500725
2022-08-16,2252.44,2366.55,2208.78,2352.66,883835.5417271
2022-08-15,2224.66,2246.49,2168.1,2228.63,700114.65317881
2022-08-12,2290.15,2298.09,2183.98,2215.73,882223.07095542
2022-08-10,2341.75,2354.65,2266.34,2276.26,1038834.2946548
2022-08-09,2242.52,2373.5,2234.58,2365.56,1726452.2993531
2022-08-08,2019.26,2269.31,2018.27,2269.31,2354711.2237689
2022-08-05,1940.87,2033.15,1921.03,2029.18,836973.10992515
2022-08-04,1939.88,1945.83,1897.21,1945.83,714626.89012393
2022-08-03,1932.93,2003.39,1901.18,1956.75,1364855.7288039
2022-08-02,1925.0,2001.4,1855.54,1912.1,1399322.2915485
2022-08-01,2071.85,2080.78,1823.78,1933.93,3171931.566741
2022-07-29,1968.66,2045.06,1961.71,2034.15,799583.94390682
2022-07-28,1985.52,1996.44,1939.88,1996.44,547635.38583182
2022-07-27,1985.52,2050.02,1975.6,1979.57,744155.26113032
2022-07-26,1929.96,1999.42,1901.18,1992.47,772272.72021149
2022-07-25,1926.98,1954.76,1893.24,1926.98,748287.21748275
2022-07-22,2094.67,2214.74,1932.93,1941.86,2412357.0538565
2022-07-21,2057.96,2102.61,2056.97,2086.74,460158.84646818
2022-07-20,2103.6,2103.6,2042.08,2048.04,411482.38504809
2022-07-19,2053.0,2130.4,2027.2,2070.86,501478.40999248
2022-07-15,2109.56,2124.44,2053.99,2070.86,591172.09666718
2022-07-14,2121.46,2187.95,2084.75,2096.66,922635.61967065
2022-07-13,2182.99,2192.91,2094.67,2122.46,1536483.0865646
2022-07-12,2036.13,2187.95,2013.31,2181.0,1807277.3967836
2022-07-11,2011.32,2162.15,2007.35,2056.97,1632727.4357492
2022-07-08,1974.61,2004.38,1926.98,1984.53,544712.78255815
